#Customer_id, First_name,Last_name,Relationship_no.,Card_type,Max_credit_limit,Total_Spent,Cash_withdrawn,Cleared_amount,Last_date
CT96345,Hermine,Bond,R_5843,Discover,1000,464,96,464,31-01-2019
CT96345,Hermine,Bond,R_5843,Discover,1000,100,89,45,28-02-2019
CT96345,Hermine,Bond,R_5843,Discover,1000,208,13,43,31-03-2019
CT96345,Hermine,Bond,R_5843,Discover,1000,218,17,11,30-04-2019
CT96345,Hermine,Bond,R_5843,Discover,1000,82,88,82,31-05-2019
CT96345,Hermine,Bond,R_5843,Discover,1000,386,51,386,30-06-2019
CT96345,Hermine,Bond,R_5843,Discover,1000,363,17,24,31-07-2019
CT96345,Hermine,Bond,R_5843,Discover,1000,86,75,86,31-08-2019
CT96345,Hermine,Bond,R_5843,Discover,1000,436,70,436,30-09-2019
CT96345,Hermine,Bond,R_5843,Discover,1000,227,3,137,31-10-2019
CT96345,Hermine,Bond,R_5843,Discover,1000,323,37,323,30-11-2019
CT96345,Hermine,Bond,R_5843,Discover,1000,201,67,155,31-12-2019
CT97893,Dean,Arnold,R_9779,Network,800,450,52,381,31-01-2019
CT97893,Dean,Arnold,R_9779,Network,800,68,46,41,28-02-2019
CT97893,Dean,Arnold,R_9779,Network,800,132,52,82,31-03-2019
CT97893,Dean,Arnold,R_9779,Network,800,423,79,356,30-04-2019
CT97893,Dean,Arnold,R_9779,Network,800,80,5,49,31-05-2019
CT97893,Dean,Arnold,R_9779,Network,800,192,11,192,30-06-2019
CT97893,Dean,Arnold,R_9779,Network,800,86,2,86,31-07-2019
CT97893,Dean,Arnold,R_9779,Network,800,395,58,319,31-08-2019
CT97893,Dean,Arnold,R_9779,Network,800,351,35,45,30-09-2019
CT97893,Dean,Arnold,R_9779,Network,800,35,22,28,31-10-2019
CT97893,Dean,Arnold,R_9779,Network,800,125,10,41,30-11-2019
CT97893,Dean,Arnold,R_9779,Network,800,483,75,273,31-12-2019
CT96252,Nate,Burch,R_7480,MasterCard,500,386,69,265,31-01-2019
CT96252,Nate,Burch,R_7480,MasterCard,500,345,80,120,28-02-2019
CT96252,Nate,Burch,R_7480,MasterCard,500,332,11,332,31-03-2019
CT96252,Nate,Burch,R_7480,MasterCard,500,382,37,122,30-04-2019
CT96252,Nate,Burch,R_7480,MasterCard,500,134,61,23,31-05-2019
CT96252,Nate,Burch,R_7480,MasterCard,500,160,76,105,30-06-2019
CT96252,Nate,Burch,R_7480,MasterCard,500,436,54,354,31-07-2019
CT96252,Nate,Burch,R_7480,MasterCard,500,382,61,33,31-08-2019
CT96252,Nate,Burch,R_7480,MasterCard,500,96,84,96,30-09-2019
CT96252,Nate,Burch,R_7480,MasterCard,500,321,88,310,31-10-2019
CT96252,Nate,Burch,R_7480,MasterCard,500,182,11,103,30-11-2019
CT96252,Nate,Burch,R_7480,MasterCard,500,449,8,449,31-12-2019
CT59061,Omar,Brewer,R_1315,AccountNow Prepaid Cards,700,467,55,467,31-01-2019
CT59061,Omar,Brewer,R_1315,AccountNow Prepaid Cards,700,408,97,408,28-02-2019
CT59061,Omar,Brewer,R_1315,AccountNow Prepaid Cards,700,116,26,116,31-03-2019
CT59061,Omar,Brewer,R_1315,AccountNow Prepaid Cards,700,43,13,43,30-04-2019
CT59061,Omar,Brewer,R_1315,AccountNow Prepaid Cards,700,201,19,201,31-05-2019
CT59061,Omar,Brewer,R_1315,AccountNow Prepaid Cards,700,402,26,402,30-06-2019
CT59061,Omar,Brewer,R_1315,AccountNow Prepaid Cards,700,407,6,407,31-07-2019
CT59061,Omar,Brewer,R_1315,AccountNow Prepaid Cards,700,417,11,417,31-08-2019
CT59061,Omar,Brewer,R_1315,AccountNow Prepaid Cards,700,338,61,172,30-09-2019
CT59061,Omar,Brewer,R_1315,AccountNow Prepaid Cards,700,177,54,15,31-10-2019
CT59061,Omar,Brewer,R_1315,AccountNow Prepaid Cards,700,361,80,361,30-11-2019
CT59061,Omar,Brewer,R_1315,AccountNow Prepaid Cards,700,191,21,144,31-12-2019
CT43027,Lili,Byers,R_3285,Capital One,900,37,4,37,31-01-2019
CT43027,Lili,Byers,R_3285,Capital One,900,235,47,235,28-02-2019
CT43027,Lili,Byers,R_3285,Capital One,900,72,9,72,31-03-2019
CT43027,Lili,Byers,R_3285,Capital One,900,406,88,17,30-04-2019
CT43027,Lili,Byers,R_3285,Capital One,900,484,19,428,31-05-2019
CT43027,Lili,Byers,R_3285,Capital One,900,386,26,386,30-06-2019
CT43027,Lili,Byers,R_3285,Capital One,900,91,51,57,31-07-2019
CT43027,Lili,Byers,R_3285,Capital One,900,204,36,53,31-08-2019
CT43027,Lili,Byers,R_3285,Capital One,900,5,87,5,30-09-2019
CT43027,Lili,Byers,R_3285,Capital One,900,252,61,252,31-10-2019
CT43027,Lili,Byers,R_3285,Capital One,900,30,19,30,30-11-2019
CT43027,Lili,Byers,R_3285,Capital One,900,368,30,368,31-12-2019
CT27330,Dean,Bass,R_7054,AccountNow Prepaid Cards,800,356,31,356,31-01-2019
CT27330,Dean,Bass,R_7054,AccountNow Prepaid Cards,800,406,80,322,28-02-2019
CT27330,Dean,Bass,R_7054,AccountNow Prepaid Cards,800,289,64,21,31-03-2019
CT27330,Dean,Bass,R_7054,AccountNow Prepaid Cards,800,58,88,4,30-04-2019
CT27330,Dean,Bass,R_7054,AccountNow Prepaid Cards,800,3,4,3,31-05-2019
CT27330,Dean,Bass,R_7054,AccountNow Prepaid Cards,800,489,26,489,30-06-2019
CT27330,Dean,Bass,R_7054,AccountNow Prepaid Cards,800,124,41,124,31-07-2019
CT27330,Dean,Bass,R_7054,AccountNow Prepaid Cards,800,440,35,440,31-08-2019
CT27330,Dean,Bass,R_7054,AccountNow Prepaid Cards,800,199,40,199,30-09-2019
CT27330,Dean,Bass,R_7054,AccountNow Prepaid Cards,800,492,4,287,31-10-2019
CT27330,Dean,Bass,R_7054,AccountNow Prepaid Cards,800,88,15,27,30-11-2019
CT27330,Dean,Bass,R_7054,AccountNow Prepaid Cards,800,237,0,237,31-12-2019
CT52990,Iris,Bowman,R_8589,American Express,800,219,1,150,31-01-2019
CT52990,Iris,Bowman,R_8589,American Express,800,177,89,177,28-02-2019
CT52990,Iris,Bowman,R_8589,American Express,800,3,12,3,31-03-2019
CT52990,Iris,Bowman,R_8589,American Express,800,320,39,164,30-04-2019
CT52990,Iris,Bowman,R_8589,American Express,800,40,6,40,31-05-2019
CT52990,Iris,Bowman,R_8589,American Express,800,255,3,196,30-06-2019
CT52990,Iris,Bowman,R_8589,American Express,800,401,16,297,31-07-2019
CT52990,Iris,Bowman,R_8589,American Express,800,51,100,7,31-08-2019
CT52990,Iris,Bowman,R_8589,American Express,800,444,100,432,30-09-2019
CT52990,Iris,Bowman,R_8589,American Express,800,324,99,324,31-10-2019
CT52990,Iris,Bowman,R_8589,American Express,800,408,69,299,30-11-2019
CT52990,Iris,Bowman,R_8589,American Express,800,485,55,485,31-12-2019
CT36070,Otto,Bowman,R_5012,MasterCard,700,315,66,246,31-01-2019
CT36070,Otto,Bowman,R_5012,MasterCard,700,35,19,35,28-02-2019
CT36070,Otto,Bowman,R_5012,MasterCard,700,12,75,4,31-03-2019
CT36070,Otto,Bowman,R_5012,MasterCard,700,84,18,84,30-04-2019
CT36070,Otto,Bowman,R_5012,MasterCard,700,50,69,16,31-05-2019
CT36070,Otto,Bowman,R_5012,MasterCard,700,480,2,480,30-06-2019
CT36070,Otto,Bowman,R_5012,MasterCard,700,12,16,11,31-07-2019
CT36070,Otto,Bowman,R_5012,MasterCard,700,387,29,248,31-08-2019
CT36070,Otto,Bowman,R_5012,MasterCard,700,47,53,47,30-09-2019
CT36070,Otto,Bowman,R_5012,MasterCard,700,324,57,324,31-10-2019
CT36070,Otto,Bowman,R_5012,MasterCard,700,149,5,149,30-11-2019
CT36070,Otto,Bowman,R_5012,MasterCard,700,249,50,249,31-12-2019
CT80895,Omar,Bird,R_4580,Issuers,900,359,50,359,31-01-2019
CT80895,Omar,Bird,R_4580,Issuers,900,31,52,11,28-02-2019
CT80895,Omar,Bird,R_4580,Issuers,900,93,96,72,31-03-2019
CT80895,Omar,Bird,R_4580,Issuers,900,461,88,461,30-04-2019
CT80895,Omar,Bird,R_4580,Issuers,900,363,63,363,31-05-2019
CT80895,Omar,Bird,R_4580,Issuers,900,490,45,490,30-06-2019
CT80895,Omar,Bird,R_4580,Issuers,900,312,95,312,31-07-2019
CT80895,Omar,Bird,R_4580,Issuers,900,137,94,106,31-08-2019
CT80895,Omar,Bird,R_4580,Issuers,900,492,30,492,30-09-2019
CT80895,Omar,Bird,R_4580,Issuers,900,426,90,426,31-10-2019
CT80895,Omar,Bird,R_4580,Issuers,900,427,88,427,30-11-2019
CT80895,Omar,Bird,R_4580,Issuers,900,443,99,198,31-12-2019
CT60329,Toshie,Bass,R_3802,AccountNow Prepaid Cards,1000,234,97,214,31-01-2019
CT60329,Toshie,Bass,R_3802,AccountNow Prepaid Cards,1000,89,32,89,28-02-2019
CT60329,Toshie,Bass,R_3802,AccountNow Prepaid Cards,1000,362,28,362,31-03-2019
CT60329,Toshie,Bass,R_3802,AccountNow Prepaid Cards,1000,226,49,150,30-04-2019
CT60329,Toshie,Bass,R_3802,AccountNow Prepaid Cards,1000,236,41,222,31-05-2019
CT60329,Toshie,Bass,R_3802,AccountNow Prepaid Cards,1000,17,75,17,30-06-2019
CT60329,Toshie,Bass,R_3802,AccountNow Prepaid Cards,1000,170,21,15,31-07-2019
CT60329,Toshie,Bass,R_3802,AccountNow Prepaid Cards,1000,270,68,267,31-08-2019
CT60329,Toshie,Bass,R_3802,AccountNow Prepaid Cards,1000,2,97,2,30-09-2019
CT60329,Toshie,Bass,R_3802,AccountNow Prepaid Cards,1000,338,88,338,31-10-2019
CT60329,Toshie,Bass,R_3802,AccountNow Prepaid Cards,1000,181,34,87,30-11-2019
CT60329,Toshie,Bass,R_3802,AccountNow Prepaid Cards,1000,181,26,87,31-12-2019
CT84228,Fay,Carrillo,R_8118,MasterCard,800,432,24,22,31-01-2019
CT84228,Fay,Carrillo,R_8118,MasterCard,800,483,84,483,28-02-2019
CT84228,Fay,Carrillo,R_8118,MasterCard,800,329,63,329,31-03-2019
CT84228,Fay,Carrillo,R_8118,MasterCard,800,466,36,466,30-04-2019
CT84228,Fay,Carrillo,R_8118,MasterCard,800,79,69,79,31-05-2019
CT84228,Fay,Carrillo,R_8118,MasterCard,800,488,82,488,30-06-2019
CT84228,Fay,Carrillo,R_8118,MasterCard,800,198,43,23,31-07-2019
CT84228,Fay,Carrillo,R_8118,MasterCard,800,169,16,66,31-08-2019
CT84228,Fay,Carrillo,R_8118,MasterCard,800,60,71,23,30-09-2019
CT84228,Fay,Carrillo,R_8118,MasterCard,800,496,95,157,31-10-2019
CT84228,Fay,Carrillo,R_8118,MasterCard,800,7,90,7,30-11-2019
CT84228,Fay,Carrillo,R_8118,MasterCard,800,84,5,84,31-12-2019
CT30451,Nadine,Allen,R_6988,Discover,1000,311,22,247,31-01-2019
CT30451,Nadine,Allen,R_6988,Discover,1000,234,92,194,28-02-2019
CT30451,Nadine,Allen,R_6988,Discover,1000,318,83,244,31-03-2019
CT30451,Nadine,Allen,R_6988,Discover,1000,132,75,132,30-04-2019
CT30451,Nadine,Allen,R_6988,Discover,1000,80,78,57,31-05-2019
CT30451,Nadine,Allen,R_6988,Discover,1000,102,54,101,30-06-2019
CT30451,Nadine,Allen,R_6988,Discover,1000,123,71,123,31-07-2019
CT30451,Nadine,Allen,R_6988,Discover,1000,182,99,182,31-08-2019
CT30451,Nadine,Allen,R_6988,Discover,1000,306,79,110,30-09-2019
CT30451,Nadine,Allen,R_6988,Discover,1000,266,96,266,31-10-2019
CT30451,Nadine,Allen,R_6988,Discover,1000,350,55,350,30-11-2019
CT30451,Nadine,Allen,R_6988,Discover,1000,132,47,132,31-12-2019
CT94485,Karen,Allen,R_5390,American Express,600,343,15,239,31-01-2019
CT94485,Karen,Allen,R_5390,American Express,600,366,98,366,28-02-2019
CT94485,Karen,Allen,R_5390,American Express,600,339,26,286,31-03-2019
CT94485,Karen,Allen,R_5390,American Express,600,169,46,169,30-04-2019
CT94485,Karen,Allen,R_5390,American Express,600,136,98,73,31-05-2019
CT94485,Karen,Allen,R_5390,American Express,600,282,14,265,30-06-2019
CT94485,Karen,Allen,R_5390,American Express,600,186,49,37,31-07-2019
CT94485,Karen,Allen,R_5390,American Express,600,195,7,195,31-08-2019
CT94485,Karen,Allen,R_5390,American Express,600,122,98,122,30-09-2019
CT94485,Karen,Allen,R_5390,American Express,600,209,17,209,31-10-2019
CT94485,Karen,Allen,R_5390,American Express,600,403,42,263,30-11-2019
CT94485,Karen,Allen,R_5390,American Express,600,297,90,176,31-12-2019
CT94340,Danielle,Armstrong,R_2608,Capital One,600,195,72,62,31-01-2019
CT94340,Danielle,Armstrong,R_2608,Capital One,600,94,10,94,28-02-2019
CT94340,Danielle,Armstrong,R_2608,Capital One,600,86,19,86,31-03-2019
CT94340,Danielle,Armstrong,R_2608,Capital One,600,258,4,258,30-04-2019
CT94340,Danielle,Armstrong,R_2608,Capital One,600,69,25,45,31-05-2019
CT94340,Danielle,Armstrong,R_2608,Capital One,600,449,18,246,30-06-2019
CT94340,Danielle,Armstrong,R_2608,Capital One,600,275,24,74,31-07-2019
CT94340,Danielle,Armstrong,R_2608,Capital One,600,497,5,380,31-08-2019
CT94340,Danielle,Armstrong,R_2608,Capital One,600,193,27,130,30-09-2019
CT94340,Danielle,Armstrong,R_2608,Capital One,600,221,87,221,31-10-2019
CT94340,Danielle,Armstrong,R_2608,Capital One,600,205,47,65,30-11-2019
CT94340,Danielle,Armstrong,R_2608,Capital One,600,165,4,23,31-12-2019
CT73332,Rene,Abbott,R_2434,AccountNow Prepaid Cards,600,78,29,32,31-01-2019
CT73332,Rene,Abbott,R_2434,AccountNow Prepaid Cards,600,331,28,324,28-02-2019
CT73332,Rene,Abbott,R_2434,AccountNow Prepaid Cards,600,442,10,113,31-03-2019
CT73332,Rene,Abbott,R_2434,AccountNow Prepaid Cards,600,297,3,10,30-04-2019
CT73332,Rene,Abbott,R_2434,AccountNow Prepaid Cards,600,77,71,77,31-05-2019
CT73332,Rene,Abbott,R_2434,AccountNow Prepaid Cards,600,53,79,53,30-06-2019
CT73332,Rene,Abbott,R_2434,AccountNow Prepaid Cards,600,307,89,217,31-07-2019
CT73332,Rene,Abbott,R_2434,AccountNow Prepaid Cards,600,491,75,200,31-08-2019
CT73332,Rene,Abbott,R_2434,AccountNow Prepaid Cards,600,8,59,8,30-09-2019
CT73332,Rene,Abbott,R_2434,AccountNow Prepaid Cards,600,175,32,159,31-10-2019
CT73332,Rene,Abbott,R_2434,AccountNow Prepaid Cards,600,298,37,298,30-11-2019
CT73332,Rene,Abbott,R_2434,AccountNow Prepaid Cards,600,418,24,418,31-12-2019
CT65148,Wendy,Berry,R_2322,Network,1000,338,35,48,31-01-2019
CT65148,Wendy,Berry,R_2322,Network,1000,47,5,47,28-02-2019
CT65148,Wendy,Berry,R_2322,Network,1000,322,74,322,31-03-2019
CT65148,Wendy,Berry,R_2322,Network,1000,483,78,188,30-04-2019
CT65148,Wendy,Berry,R_2322,Network,1000,366,13,366,31-05-2019
CT65148,Wendy,Berry,R_2322,Network,1000,449,0,127,30-06-2019
CT65148,Wendy,Berry,R_2322,Network,1000,460,86,460,31-07-2019
CT65148,Wendy,Berry,R_2322,Network,1000,181,15,181,31-08-2019
CT65148,Wendy,Berry,R_2322,Network,1000,280,12,228,30-09-2019
CT65148,Wendy,Berry,R_2322,Network,1000,405,49,129,31-10-2019
CT65148,Wendy,Berry,R_2322,Network,1000,286,40,59,30-11-2019
CT65148,Wendy,Berry,R_2322,Network,1000,161,9,161,31-12-2019
CT83649,Maria,Bright,R_3780,Issuers,800,420,22,371,31-01-2019
CT83649,Maria,Bright,R_3780,Issuers,800,151,37,151,28-02-2019
CT83649,Maria,Bright,R_3780,Issuers,800,200,99,200,31-03-2019
CT83649,Maria,Bright,R_3780,Issuers,800,130,91,115,30-04-2019
CT83649,Maria,Bright,R_3780,Issuers,800,37,44,14,31-05-2019
CT83649,Maria,Bright,R_3780,Issuers,800,288,87,288,30-06-2019
CT83649,Maria,Bright,R_3780,Issuers,800,229,44,33,31-07-2019
CT83649,Maria,Bright,R_3780,Issuers,800,189,17,189,31-08-2019
CT83649,Maria,Bright,R_3780,Issuers,800,129,13,113,30-09-2019
CT83649,Maria,Bright,R_3780,Issuers,800,167,63,12,31-10-2019
CT83649,Maria,Bright,R_3780,Issuers,800,353,99,353,30-11-2019
CT83649,Maria,Bright,R_3780,Issuers,800,333,51,168,31-12-2019
CT31762,Arlene,Campos,R_9917,Capital One,900,420,92,420,31-01-2019
CT31762,Arlene,Campos,R_9917,Capital One,900,180,2,180,28-02-2019
CT31762,Arlene,Campos,R_9917,Capital One,900,85,15,85,31-03-2019
CT31762,Arlene,Campos,R_9917,Capital One,900,87,68,87,30-04-2019
CT31762,Arlene,Campos,R_9917,Capital One,900,265,10,265,31-05-2019
CT31762,Arlene,Campos,R_9917,Capital One,900,424,0,274,30-06-2019
CT31762,Arlene,Campos,R_9917,Capital One,900,351,59,351,31-07-2019
CT31762,Arlene,Campos,R_9917,Capital One,900,276,30,276,31-08-2019
CT31762,Arlene,Campos,R_9917,Capital One,900,37,71,37,30-09-2019
CT31762,Arlene,Campos,R_9917,Capital One,900,25,39,16,31-10-2019
CT31762,Arlene,Campos,R_9917,Capital One,900,138,20,58,30-11-2019
CT31762,Arlene,Campos,R_9917,Capital One,900,23,62,23,31-12-2019
CT77345,Alberto,Avery,R_6192,Visa,800,390,40,310,31-01-2019
CT77345,Alberto,Avery,R_6192,Visa,800,270,88,202,28-02-2019
CT77345,Alberto,Avery,R_6192,Visa,800,46,15,46,31-03-2019
CT77345,Alberto,Avery,R_6192,Visa,800,375,39,375,30-04-2019
CT77345,Alberto,Avery,R_6192,Visa,800,276,96,152,31-05-2019
CT77345,Alberto,Avery,R_6192,Visa,800,86,62,86,30-06-2019
CT77345,Alberto,Avery,R_6192,Visa,800,235,93,216,31-07-2019
CT77345,Alberto,Avery,R_6192,Visa,800,120,20,4,31-08-2019
CT77345,Alberto,Avery,R_6192,Visa,800,439,11,111,30-09-2019
CT77345,Alberto,Avery,R_6192,Visa,800,69,40,69,31-10-2019
CT77345,Alberto,Avery,R_6192,Visa,800,87,25,22,30-11-2019
CT77345,Alberto,Avery,R_6192,Visa,800,96,88,96,31-12-2019
CT78665,Ana,Barron,R_6189,Visa,600,191,15,191,31-01-2019
CT78665,Ana,Barron,R_6189,Visa,600,434,77,434,28-02-2019
CT78665,Ana,Barron,R_6189,Visa,600,417,39,417,31-03-2019
CT78665,Ana,Barron,R_6189,Visa,600,143,76,132,30-04-2019
CT78665,Ana,Barron,R_6189,Visa,600,463,99,463,31-05-2019
CT78665,Ana,Barron,R_6189,Visa,600,405,42,114,30-06-2019
CT78665,Ana,Barron,R_6189,Visa,600,85,14,85,31-07-2019
CT78665,Ana,Barron,R_6189,Visa,600,264,0,14,31-08-2019
CT78665,Ana,Barron,R_6189,Visa,600,312,10,198,30-09-2019
CT78665,Ana,Barron,R_6189,Visa,600,21,100,21,31-10-2019
CT78665,Ana,Barron,R_6189,Visa,600,275,27,32,30-11-2019
CT78665,Ana,Barron,R_6189,Visa,600,211,31,105,31-12-2019
CT69061,Rene,Carpenter,R_2394,Network,700,19,73,19,31-01-2019
CT69061,Rene,Carpenter,R_2394,Network,700,358,73,358,28-02-2019
CT69061,Rene,Carpenter,R_2394,Network,700,199,74,199,31-03-2019
CT69061,Rene,Carpenter,R_2394,Network,700,431,9,327,30-04-2019
CT69061,Rene,Carpenter,R_2394,Network,700,243,17,243,31-05-2019
CT69061,Rene,Carpenter,R_2394,Network,700,282,85,282,30-06-2019
CT69061,Rene,Carpenter,R_2394,Network,700,10,6,2,31-07-2019
CT69061,Rene,Carpenter,R_2394,Network,700,347,35,192,31-08-2019
CT69061,Rene,Carpenter,R_2394,Network,700,293,57,293,30-09-2019
CT69061,Rene,Carpenter,R_2394,Network,700,453,71,453,31-10-2019
CT69061,Rene,Carpenter,R_2394,Network,700,120,85,120,30-11-2019
CT69061,Rene,Carpenter,R_2394,Network,700,243,94,243,31-12-2019
CT58295,Arlene,Ballard,R_1375,American Express,500,325,86,325,31-01-2019
CT58295,Arlene,Ballard,R_1375,American Express,500,116,55,116,28-02-2019
CT58295,Arlene,Ballard,R_1375,American Express,500,484,52,330,31-03-2019
CT58295,Arlene,Ballard,R_1375,American Express,500,4,95,4,30-04-2019
CT58295,Arlene,Ballard,R_1375,American Express,500,259,58,259,31-05-2019
CT58295,Arlene,Ballard,R_1375,American Express,500,3,100,1,30-06-2019
CT58295,Arlene,Ballard,R_1375,American Express,500,268,10,268,31-07-2019
CT58295,Arlene,Ballard,R_1375,American Express,500,323,3,323,31-08-2019
CT58295,Arlene,Ballard,R_1375,American Express,500,72,7,72,30-09-2019
CT58295,Arlene,Ballard,R_1375,American Express,500,470,74,470,31-10-2019
CT58295,Arlene,Ballard,R_1375,American Express,500,67,72,67,30-11-2019
CT58295,Arlene,Ballard,R_1375,American Express,500,279,69,279,31-12-2019
CT65022,Rafael,Cabrera,R_2785,Discover,600,219,42,131,31-01-2019
CT65022,Rafael,Cabrera,R_2785,Discover,600,383,56,383,28-02-2019
CT65022,Rafael,Cabrera,R_2785,Discover,600,123,100,123,31-03-2019
CT65022,Rafael,Cabrera,R_2785,Discover,600,352,53,271,30-04-2019
CT65022,Rafael,Cabrera,R_2785,Discover,600,302,22,302,31-05-2019
CT65022,Rafael,Cabrera,R_2785,Discover,600,282,5,282,30-06-2019
CT65022,Rafael,Cabrera,R_2785,Discover,600,402,56,402,31-07-2019
CT65022,Rafael,Cabrera,R_2785,Discover,600,346,66,346,31-08-2019
CT65022,Rafael,Cabrera,R_2785,Discover,600,350,7,177,30-09-2019
CT65022,Rafael,Cabrera,R_2785,Discover,600,197,53,87,31-10-2019
CT65022,Rafael,Cabrera,R_2785,Discover,600,469,80,29,30-11-2019
CT65022,Rafael,Cabrera,R_2785,Discover,600,258,66,258,31-12-2019
CT36927,Tomas,Alford,R_9324,Visa,600,149,77,130,31-01-2019
CT36927,Tomas,Alford,R_9324,Visa,600,166,81,166,28-02-2019
CT36927,Tomas,Alford,R_9324,Visa,600,12,37,11,31-03-2019
CT36927,Tomas,Alford,R_9324,Visa,600,243,15,243,30-04-2019
CT36927,Tomas,Alford,R_9324,Visa,600,418,18,418,31-05-2019
CT36927,Tomas,Alford,R_9324,Visa,600,42,80,42,30-06-2019
CT36927,Tomas,Alford,R_9324,Visa,600,60,16,60,31-07-2019
CT36927,Tomas,Alford,R_9324,Visa,600,75,45,75,31-08-2019
CT36927,Tomas,Alford,R_9324,Visa,600,338,3,88,30-09-2019
CT36927,Tomas,Alford,R_9324,Visa,600,339,1,48,31-10-2019
CT36927,Tomas,Alford,R_9324,Visa,600,208,93,149,30-11-2019
CT36927,Tomas,Alford,R_9324,Visa,600,129,79,129,31-12-2019
CT75999,Edouard,Cannon,R_4690,Discover,800,193,14,193,31-01-2019
CT75999,Edouard,Cannon,R_4690,Discover,800,31,89,31,28-02-2019
CT75999,Edouard,Cannon,R_4690,Discover,800,145,67,145,31-03-2019
CT75999,Edouard,Cannon,R_4690,Discover,800,317,3,24,30-04-2019
CT75999,Edouard,Cannon,R_4690,Discover,800,149,26,47,31-05-2019
CT75999,Edouard,Cannon,R_4690,Discover,800,463,52,463,30-06-2019
CT75999,Edouard,Cannon,R_4690,Discover,800,263,12,93,31-07-2019
CT75999,Edouard,Cannon,R_4690,Discover,800,272,17,21,31-08-2019
CT75999,Edouard,Cannon,R_4690,Discover,800,210,11,88,30-09-2019
CT75999,Edouard,Cannon,R_4690,Discover,800,173,99,173,31-10-2019
CT75999,Edouard,Cannon,R_4690,Discover,800,241,24,50,30-11-2019
CT75999,Edouard,Cannon,R_4690,Discover,800,274,67,274,31-12-2019
CT87485,Van,Bridges,R_7937,American Express,500,134,3,134,31-01-2019
CT87485,Van,Bridges,R_7937,American Express,500,178,83,178,28-02-2019
CT87485,Van,Bridges,R_7937,American Express,500,65,100,49,31-03-2019
CT87485,Van,Bridges,R_7937,American Express,500,252,63,252,30-04-2019
CT87485,Van,Bridges,R_7937,American Express,500,121,88,76,31-05-2019
CT87485,Van,Bridges,R_7937,American Express,500,464,65,464,30-06-2019
CT87485,Van,Bridges,R_7937,American Express,500,224,93,224,31-07-2019
CT87485,Van,Bridges,R_7937,American Express,500,112,63,96,31-08-2019
CT87485,Van,Bridges,R_7937,American Express,500,398,78,270,30-09-2019
CT87485,Van,Bridges,R_7937,American Express,500,42,89,42,31-10-2019
CT87485,Van,Bridges,R_7937,American Express,500,411,37,167,30-11-2019
CT87485,Van,Bridges,R_7937,American Express,500,168,46,4,31-12-2019
CT39897,Chantal,Barlow,R_1328,Visa,1000,360,92,35,31-01-2019
CT39897,Chantal,Barlow,R_1328,Visa,1000,214,26,214,28-02-2019
CT39897,Chantal,Barlow,R_1328,Visa,1000,367,85,217,31-03-2019
CT39897,Chantal,Barlow,R_1328,Visa,1000,273,44,207,30-04-2019
CT39897,Chantal,Barlow,R_1328,Visa,1000,100,73,33,31-05-2019
CT39897,Chantal,Barlow,R_1328,Visa,1000,5,66,5,30-06-2019
CT39897,Chantal,Barlow,R_1328,Visa,1000,307,43,307,31-07-2019
CT39897,Chantal,Barlow,R_1328,Visa,1000,95,26,62,31-08-2019
CT39897,Chantal,Barlow,R_1328,Visa,1000,383,92,94,30-09-2019
CT39897,Chantal,Barlow,R_1328,Visa,1000,376,97,89,31-10-2019
CT39897,Chantal,Barlow,R_1328,Visa,1000,87,17,50,30-11-2019
CT39897,Chantal,Barlow,R_1328,Visa,1000,401,24,401,31-12-2019
CT94438,Virginie,Blake,R_7055,MasterCard,600,349,9,142,31-01-2019
CT94438,Virginie,Blake,R_7055,MasterCard,600,131,81,131,28-02-2019
CT94438,Virginie,Blake,R_7055,MasterCard,600,254,88,253,31-03-2019
CT94438,Virginie,Blake,R_7055,MasterCard,600,299,54,280,30-04-2019
CT94438,Virginie,Blake,R_7055,MasterCard,600,170,77,83,31-05-2019
CT94438,Virginie,Blake,R_7055,MasterCard,600,341,57,339,30-06-2019
CT94438,Virginie,Blake,R_7055,MasterCard,600,191,11,191,31-07-2019
CT94438,Virginie,Blake,R_7055,MasterCard,600,273,49,273,31-08-2019
CT94438,Virginie,Blake,R_7055,MasterCard,600,374,34,374,30-09-2019
CT94438,Virginie,Blake,R_7055,MasterCard,600,494,50,494,31-10-2019
CT94438,Virginie,Blake,R_7055,MasterCard,600,235,23,121,30-11-2019
CT94438,Virginie,Blake,R_7055,MasterCard,600,53,56,51,31-12-2019
CT93744,Sally,Battle,R_5129,Capital One,800,318,28,24,31-01-2019
CT93744,Sally,Battle,R_5129,Capital One,800,433,41,433,28-02-2019
CT93744,Sally,Battle,R_5129,Capital One,800,242,69,242,31-03-2019
CT93744,Sally,Battle,R_5129,Capital One,800,203,64,203,30-04-2019
CT93744,Sally,Battle,R_5129,Capital One,800,212,75,212,31-05-2019
CT93744,Sally,Battle,R_5129,Capital One,800,247,24,208,30-06-2019
CT93744,Sally,Battle,R_5129,Capital One,800,408,95,408,31-07-2019
CT93744,Sally,Battle,R_5129,Capital One,800,55,29,24,31-08-2019
CT93744,Sally,Battle,R_5129,Capital One,800,449,73,91,30-09-2019
CT93744,Sally,Battle,R_5129,Capital One,800,323,46,323,31-10-2019
CT93744,Sally,Battle,R_5129,Capital One,800,439,13,177,30-11-2019
CT93744,Sally,Battle,R_5129,Capital One,800,137,17,120,31-12-2019
